date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:28:48	203030/203030	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2014%20Dec%202022%2009:03:36%20GMT	https://penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/fonts/fa-solid-900.eot	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/fonts/fa-solid-900.eot	(from https://penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/css/givecss.php?give=pagelayer-frontend.css%2Cnivo-lightbox.css%2Canimate.min.css%2Cowl.carousel.min.css%2Cowl.theme.default.min.css%2Cfont-awesome5.min.css&premium=%2Cpremium-frontend.css&ver=1.7.2)
23:28:48	203030/203030	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2014%20Dec%202022%2009:03:36%20GMT	https://penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/fonts/fa-solid-900.eot?	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/fonts/fa-solid-900d41d.eot	(from https://penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/css/givecss.php?give=pagelayer-frontend.css%2Cnivo-lightbox.css%2Canimate.min.css%2Cowl.carousel.min.css%2Cowl.theme.default.min.css%2Cfont-awesome5.min.css&premium=%2Cpremium-frontend.css&ver=1.7.2)
23:28:49	78268/78268	---MCZ	200	added ('OK')	font/woff2	date:Wed,%2014%20Dec%202022%2009:03:36%20GMT	https://penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/fonts/fa-solid-900.woff2	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/fonts/fa-solid-900.woff2	(from https://penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/css/givecss.php?give=pagelayer-frontend.css%2Cnivo-lightbox.css%2Canimate.min.css%2Cowl.carousel.min.css%2Cowl.theme.default.min.css%2Cfont-awesome5.min.css&premium=%2Cpremium-frontend.css&ver=1.7.2)
23:28:49	101648/101648	---MCZ	200	added ('OK')	font/woff	date:Wed,%2014%20Dec%202022%2009:03:36%20GMT	https://penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/fonts/fa-solid-900.woff	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/fonts/fa-solid-900.woff	(from https://penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/css/givecss.php?give=pagelayer-frontend.css%2Cnivo-lightbox.css%2Canimate.min.css%2Cowl.carousel.min.css%2Cowl.theme.default.min.css%2Cfont-awesome5.min.css&premium=%2Cpremium-frontend.css&ver=1.7.2)
23:28:49	202744/202744	---MCZ	200	added ('OK')	font/ttf	date:Wed,%2014%20Dec%202022%2009:03:36%20GMT	https://penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/fonts/fa-solid-900.ttf	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/fonts/fa-solid-900.ttf	(from https://penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/css/givecss.php?give=pagelayer-frontend.css%2Cnivo-lightbox.css%2Canimate.min.css%2Cowl.carousel.min.css%2Cowl.theme.default.min.css%2Cfont-awesome5.min.css&premium=%2Cpremium-frontend.css&ver=1.7.2)
23:28:51	2195/2195	---MCZ	200	added ('OK')	application/json	date:Sat,%2017%20Dec%202022%2002:28:49%20GMT	https://penedotem.com.br/wrb1/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fpenedotem.com.br%2Fwrb1%2Fabout%2F	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/wp-json/oembed/1.0/embed8ded.json	(from https://penedotem.com.br/wrb1/about/)
23:28:51	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2017%20Dec%202022%2002:28:50%20GMT	https://penedotem.com.br/wrb1/?p=32	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/index6c46.html	(from https://penedotem.com.br/wrb1/about/)
23:28:51	2291/2291	---MCZ	200	added ('OK')	text/xml	date:Sat,%2017%20Dec%202022%2002:28:50%20GMT	https://penedotem.com.br/wrb1/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fpenedotem.com.br%2Fwrb1%2Fabout%2F&format=xml	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/wp-json/oembed/1.0/embed6e90	(from https://penedotem.com.br/wrb1/about/)
23:28:52	918991/918991	---MC-	200	added ('OK')	image/svg+xml	date:Wed,%2014%20Dec%202022%2009:03:36%20GMT	https://penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/fonts/fa-solid-900.svg	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/fonts/fa-solid-900.svg	(from https://penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/css/givecss.php?give=pagelayer-frontend.css%2Cnivo-lightbox.css%2Canimate.min.css%2Cowl.carousel.min.css%2Cowl.theme.default.min.css%2Cfont-awesome5.min.css&premium=%2Cpremium-frontend.css&ver=1.7.2)
23:28:52	112498/112498	---M--	200	added ('OK')	image/jpeg	date:Mon,%2010%20Oct%202022%2015:56:56%20GMT	https://penedotem.com.br/wrb1/sitepad-data/uploads/2022/10/team01.jpg	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/sitepad-data/uploads/2022/10/team01.jpg	(from https://penedotem.com.br/wrb1/about/)
23:28:52	108040/108040	---M--	200	added ('OK')	image/jpeg	date:Mon,%2010%20Oct%202022%2015:56:56%20GMT	https://penedotem.com.br/wrb1/sitepad-data/uploads/2022/10/team02.jpg	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/sitepad-data/uploads/2022/10/team02.jpg	(from https://penedotem.com.br/wrb1/about/)
23:28:52	104954/104954	---M--	200	added ('OK')	image/jpeg	date:Mon,%2010%20Oct%202022%2015:56:56%20GMT	https://penedotem.com.br/wrb1/sitepad-data/uploads/2022/10/team03.jpg	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/sitepad-data/uploads/2022/10/team03.jpg	(from https://penedotem.com.br/wrb1/about/)
23:28:53	94947/94947	---M--	200	added ('OK')	image/jpeg	date:Mon,%2010%20Oct%202022%2015:56:56%20GMT	https://penedotem.com.br/wrb1/sitepad-data/uploads/2022/10/team04.jpg	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/sitepad-data/uploads/2022/10/team04.jpg	(from https://penedotem.com.br/wrb1/about/)
23:28:53	2205/2205	---MCZ	200	added ('OK')	application/json	date:Sat,%2017%20Dec%202022%2002:28:52%20GMT	https://penedotem.com.br/wrb1/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fpenedotem.com.br%2Fwrb1%2Fcontact%2F	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/wp-json/oembed/1.0/embeda238.json	(from https://penedotem.com.br/wrb1/contact/)
23:28:53	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2017%20Dec%202022%2002:28:52%20GMT	https://penedotem.com.br/wrb1/?p=33	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/indexdd23.html	(from https://penedotem.com.br/wrb1/contact/)
23:28:53	2301/2301	---MCZ	200	added ('OK')	text/xml	date:Sat,%2017%20Dec%202022%2002:28:52%20GMT	https://penedotem.com.br/wrb1/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fpenedotem.com.br%2Fwrb1%2Fcontact%2F&format=xml	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/wp-json/oembed/1.0/embed2c1e	(from https://penedotem.com.br/wrb1/contact/)
23:28:54	2205/2205	---MCZ	200	added ('OK')	application/json	date:Sat,%2017%20Dec%202022%2002:28:53%20GMT	https://penedotem.com.br/wrb1/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fpenedotem.com.br%2Fwrb1%2Fcourses%2F	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/wp-json/oembed/1.0/embeded43.json	(from https://penedotem.com.br/wrb1/courses/)
23:28:54	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2017%20Dec%202022%2002:28:53%20GMT	https://penedotem.com.br/wrb1/?p=34	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/index1e7e.html	(from https://penedotem.com.br/wrb1/courses/)
23:28:54	2301/2301	---MCZ	200	added ('OK')	text/xml	date:Sat,%2017%20Dec%202022%2002:28:53%20GMT	https://penedotem.com.br/wrb1/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fpenedotem.com.br%2Fwrb1%2Fcourses%2F&format=xml	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/wp-json/oembed/1.0/embed9ada	(from https://penedotem.com.br/wrb1/courses/)
23:28:55	1949040/1949040	---M--	200	added ('OK')	image/jpeg	date:Mon,%2010%20Oct%202022%2023:27:33%20GMT	https://penedotem.com.br/wrb1/sitepad-data/uploads/2022/10/home-header02.jpg	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/sitepad-data/uploads/2022/10/home-header02.jpg	(from https://penedotem.com.br/wrb1/about/)
23:28:55	2178/2178	---MCZ	200	added ('OK')	application/json	date:Sat,%2017%20Dec%202022%2002:28:54%20GMT	https://penedotem.com.br/wrb1/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fpenedotem.com.br%2Fwrb1%2F%3Fpagelayer-template%3Dfooter	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/wp-json/oembed/1.0/embed82b9.json	(from https://penedotem.com.br/wrb1/?pagelayer-template=footer)
23:28:55	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2017%20Dec%202022%2002:28:54%20GMT	https://penedotem.com.br/wrb1/?p=28	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/index3c55.html	(from https://penedotem.com.br/wrb1/?pagelayer-template=footer)
23:28:57	2276/2276	---MCZ	200	added ('OK')	text/xml	date:Sat,%2017%20Dec%202022%2002:28:54%20GMT	https://penedotem.com.br/wrb1/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fpenedotem.com.br%2Fwrb1%2F%3Fpagelayer-template%3Dfooter&format=xml	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/wp-json/oembed/1.0/embedd0e3	(from https://penedotem.com.br/wrb1/?pagelayer-template=footer)
23:28:57	1106190/1106190	---M--	200	added ('OK')	image/jpeg	date:Mon,%2010%20Oct%202022%2018:15:41%20GMT	https://penedotem.com.br/wrb1/sitepad-data/uploads/2022/10/course01.jpg	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/sitepad-data/uploads/2022/10/course01.jpg	(from https://penedotem.com.br/wrb1/courses/)
